User_ID,Age,Subscription_Type,Monthly_Revenue,Join_Date,Last_Device,Total_Watch_Time_Hrs,Favorite_Genre,Churned
73,18,Premium,19.99,2021-01-04 00:00:00,TV,52.94,Horror,0
74,16,Free,0.0,2021-01-04 01:00:00,Tablet,10.37,Horror,1
75,20,Free,0.0,2021-01-04 02:00:00,TV,,Horror,0
76,68,Free,0.0,2021-01-04 03:00:00,Mobile,19.12,Sci-Fi,1
77,56,Premium,19.99,2021-01-04 04:00:00,Mobile,31.3,Sci-Fi,0
78,18,Free,0.0,2021-01-04 05:00:00,Mobile,34.74,Romance,0
79,68,Standard,12.99,2021-01-04 06:00:00,TV,36.51,Sci-Fi,0
80,43,Standard,12.99,2021-01-04 07:00:00,Mobile,13.02,Documentary,1
81,32,Standard,12.99,2021-01-04 08:00:00,Laptop,12.45,Action,0
82,40,Free,0.0,2021-01-04 09:00:00,Mobile,19.43,Action,0
83,58,Premium,19.99,2021-01-04 10:00:00,Laptop,26.29,Action,1
84,48,Premium,19.99,2021-01-04 11:00:00,TV,40.52,Action,0
85,24,Free,0.0,2021-01-04 12:00:00,Mobile,34.87,Horror,0
86,50,Standard,12.99,2021-01-04 13:00:00,Laptop,20.93,Horror,0
87,28,Premium,19.99,2021-01-04 14:00:00,TV,55.26,Documentary,0
88,45,Free,0.0,2021-01-04 15:00:00,Mobile,32.38,Romance,1
89,62,Standard,12.99,2021-01-04 16:00:00,Tablet,9.42,Sci-Fi,0
90,29,Free,0.0,2021-01-04 17:00:00,Mobile,24.56,Sci-Fi,0
91,22,Standard,12.99,2021-01-04 18:00:00,Mobile,51.26,Horror,0
92,28,Free,0.0,2021-01-04 19:00:00,Mobile,28.8,Action,0
93,37,Standard,12.99,2021-01-04 20:00:00,Tablet,19.08,Documentary,0
94,54,Free,0.0,2021-01-04 21:00:00,Laptop,12.26,Romance,0
95,35,Standard,12.99,2021-01-04 22:00:00,Laptop,30.55,Horror,0
96,30,Premium,19.99,2021-01-04 23:00:00,Tablet,44.45,Documentary,0
97,59,Premium,19.99,2021-01-05 00:00:00,Mobile,12.29,Documentary,0
98,32,Premium,19.99,2021-01-05 01:00:00,Mobile,31.26,Horror,0
99,61,Standard,12.99,2021-01-05 02:00:00,Mobile,10.98,Documentary,1
100,67,Free,0.0,2021-01-05 03:00:00,Laptop,29.53,Action,0
101,38,Free,0.0,2021-01-05 04:00:00,Laptop,11.17,Documentary,1
102,40,Premium,19.99,2021-01-05 05:00:00,Tablet,1.22,Romance,0
103,39,Free,0.0,2021-01-05 06:00:00,TV,56.11,Documentary,0
104,59,Free,0.0,2021-01-05 07:00:00,Tablet,15.71,Sci-Fi,0
105,55,Standard,12.99,2021-01-05 08:00:00,Laptop,6.07,Documentary,0
106,43,Free,0.0,2021-01-05 09:00:00,Mobile,22.14,Horror,0
107,29,Free,0.0,2021-01-05 10:00:00,Mobile,36.44,Sci-Fi,0
108,59,Premium,19.99,2021-01-05 11:00:00,Mobile,31.73,Horror,1
109,15,Premium,19.99,2021-01-05 12:00:00,Mobile,28.27,Romance,0
110,39,Standard,12.99,2021-01-05 13:00:00,TV,32.69,Action,0
111,21,Premium,19.99,2021-01-05 14:00:00,Tablet,25.83,Romance,0
112,23,Standard,12.99,2021-01-05 15:00:00,Tablet,31.13,Sci-Fi,0
113,38,Standard,12.99,2021-01-05 16:00:00,Laptop,27.6,Action,1
114,15,Free,0.0,2021-01-05 17:00:00,Tablet,33.71,Documentary,0
115,58,Free,0.0,2021-01-05 18:00:00,TV,30.47,Sci-Fi,0
116,22,Standard,12.99,2021-01-05 19:00:00,TV,,Action,0
117,38,Premium,19.99,2021-01-05 20:00:00,TV,23.28,Horror,0
118,25,Standard,12.99,2021-01-05 21:00:00,Mobile,28.55,Action,0
119,65,Free,0.0,2021-01-05 22:00:00,Laptop,17.19,Horror,0
120,31,Free,0.0,2021-01-05 23:00:00,TV,10.36,Horror,1
121,22,Premium,19.99,2021-01-06 00:00:00,Tablet,41.82,Action,0
122,49,Free,0.0,2021-01-06 01:00:00,Tablet,22.16,Romance,0
123,49,Standard,12.99,2021-01-06 02:00:00,Tablet,18.68,Romance,0
124,47,Free,0.0,2021-01-06 03:00:00,TV,34.99,Horror,0
125,19,Free,0.0,2021-01-06 04:00:00,TV,43.54,Sci-Fi,0
126,56,Standard,12.99,2021-01-06 05:00:00,Tablet,9.94,Action,1
127,53,Standard,12.99,2021-01-06 06:00:00,TV,42.4,Sci-Fi,0
128,55,Free,0.0,2021-01-06 07:00:00,Tablet,0.0,Romance,0
129,42,Free,0.0,2021-01-06 08:00:00,Mobile,,Sci-Fi,1
130,21,Premium,19.99,2021-01-06 09:00:00,TV,,Documentary,0
131,23,Free,0.0,2021-01-06 10:00:00,Mobile,25.84,Documentary,1
132,22,Standard,12.99,2021-01-06 11:00:00,Mobile,,Romance,1
133,26,Premium,19.99,2021-01-06 12:00:00,TV,52.15,Sci-Fi,0
134,48,Free,0.0,2021-01-06 13:00:00,Tablet,18.77,Action,0
135,47,Premium,19.99,2021-01-06 14:00:00,Laptop,20.14,Romance,0
136,62,Free,0.0,2021-01-06 15:00:00,Mobile,26.53,Documentary,0
137,69,Standard,12.99,2021-01-06 16:00:00,TV,40.76,Romance,0
138,37,Free,0.0,2021-01-06 17:00:00,Mobile,24.99,Sci-Fi,0
139,38,Premium,19.99,2021-01-06 18:00:00,Tablet,20.3,Sci-Fi,0
140,51,Free,0.0,2021-01-06 19:00:00,TV,46.11,Sci-Fi,0
141,49,Free,0.0,2021-01-06 20:00:00,Laptop,12.52,Horror,0
142,58,Premium,19.99,2021-01-06 21:00:00,TV,33.69,Sci-Fi,0
143,54,Standard,12.99,2021-01-06 22:00:00,Mobile,16.08,Documentary,0
144,36,Standard,12.99,2021-01-06 23:00:00,TV,31.57,Documentary,0
145,41,Free,0.0,2021-01-07 00:00:00,TV,26.35,Horror,0
146,49,Standard,12.99,2021-01-07 01:00:00,Mobile,28.73,Documentary,0
147,15,Free,0.0,2021-01-07 02:00:00,Laptop,36.06,Documentary,0
148,49,Free,0.0,2021-01-07 03:00:00,Tablet,18.42,Romance,0
149,51,Standard,12.99,2021-01-07 04:00:00,TV,39.36,Sci-Fi,1
150,61,Free,0.0,2021-01-07 05:00:00,Laptop,29.39,Romance,0
151,28,Premium,19.99,2021-01-07 06:00:00,Tablet,45.82,Romance,0
152,17,Premium,19.99,2021-01-07 07:00:00,Mobile,17.41,Documentary,0
153,15,Standard,12.99,2021-01-07 08:00:00,Laptop,29.05,Action,1
154,19,Premium,19.99,2021-01-07 09:00:00,Laptop,42.38,Sci-Fi,0
155,40,Standard,12.99,2021-01-07 10:00:00,TV,56.99,Action,0
156,69,Free,0.0,2021-01-07 11:00:00,Mobile,23.43,Documentary,0
157,28,Standard,12.99,2021-01-07 12:00:00,TV,53.42,Horror,0
158,53,Free,0.0,2021-01-07 13:00:00,Mobile,0.0,Romance,0
159,41,Free,0.0,2021-01-07 14:00:00,Tablet,23.97,Documentary,0
160,23,Premium,19.99,2021-01-07 15:00:00,TV,43.06,Documentary,0
161,29,Standard,12.99,2021-01-07 16:00:00,Mobile,37.35,Action,0
162,29,Premium,19.99,2021-01-07 17:00:00,Mobile,46.55,Horror,0
163,40,Free,0.0,2021-01-07 18:00:00,Laptop,20.2,Romance,0
164,56,Standard,12.99,2021-01-07 19:00:00,TV,34.71,Horror,0
165,27,Free,0.0,2021-01-07 20:00:00,TV,,Horror,0
166,65,Standard,12.99,2021-01-07 21:00:00,Tablet,0.0,Horror,1
167,46,Standard,12.99,2021-01-07 22:00:00,Mobile,15.37,Sci-Fi,0
168,53,Standard,12.99,2021-01-07 23:00:00,Laptop,6.78,Horror,0
169,63,Free,0.0,2021-01-08 00:00:00,Mobile,7.7,Documentary,0
170,66,Free,0.0,2021-01-08 01:00:00,Mobile,24.14,Sci-Fi,1
171,46,Free,0.0,2021-01-08 02:00:00,Mobile,8.93,Sci-Fi,0
172,18,Standard,12.99,2021-01-08 03:00:00,TV,46.04,Horror,0
173,44,Premium,19.99,2021-01-08 04:00:00,Mobile,40.43,Documentary,0
174,51,Free,0.0,2021-01-08 05:00:00,Tablet,16.52,Romance,0
175,37,Standard,12.99,2021-01-08 06:00:00,Laptop,7.74,Horror,0
176,53,Premium,19.99,2021-01-08 07:00:00,Laptop,37.2,Sci-Fi,1
177,59,Standard,12.99,2021-01-08 08:00:00,Mobile,11.03,Romance,1
178,29,Standard,12.99,2021-01-08 09:00:00,Laptop,25.74,Romance,0
179,57,Premium,19.99,2021-01-08 10:00:00,Mobile,30.4,Sci-Fi,0
180,43,Free,0.0,2021-01-08 11:00:00,TV,24.63,Romance,1
181,50,Free,0.0,2021-01-08 12:00:00,Laptop,14.92,Documentary,0
182,27,Free,0.0,2021-01-08 13:00:00,TV,34.13,Documentary,0
183,46,Premium,19.99,2021-01-08 14:00:00,TV,45.24,Horror,0
184,21,Premium,19.99,2021-01-08 15:00:00,Tablet,18.76,Horror,0
185,65,Standard,12.99,2021-01-08 16:00:00,Tablet,25.48,Romance,1
186,36,Free,0.0,2021-01-08 17:00:00,Laptop,19.19,Sci-Fi,1
187,42,Standard,12.99,2021-01-08 18:00:00,Mobile,14.39,Documentary,0
188,16,Free,0.0,2021-01-08 19:00:00,Mobile,28.97,Action,0
189,56,Free,0.0,2021-01-08 20:00:00,Mobile,15.88,Horror,0
190,59,Standard,12.99,2021-01-08 21:00:00,Mobile,12.48,Documentary,0
191,67,Premium,19.99,2021-01-08 22:00:00,Tablet,2.32,Romance,0
192,20,Premium,19.99,2021-01-08 23:00:00,Mobile,19.45,Documentary,0
193,42,Standard,12.99,2021-01-09 00:00:00,Mobile,22.12,Documentary,0
194,42,Free,0.0,2021-01-09 01:00:00,TV,32.17,Romance,0
195,58,Free,0.0,2021-01-09 02:00:00,Mobile,25.27,Horror,0
196,58,Free,0.0,2021-01-09 03:00:00,Mobile,21.01,Horror,0
197,34,Standard,12.99,2021-01-09 04:00:00,Tablet,0.0,Action,0
198,44,Premium,19.99,2021-01-09 05:00:00,Laptop,24.14,Action,0
199,25,Free,0.0,2021-01-09 06:00:00,TV,33.05,Horror,1
200,69,Standard,12.99,2021-01-09 07:00:00,TV,35.03,Horror,0
201,42,Free,0.0,2021-01-09 08:00:00,Laptop,4.59,Horror,0
202,39,Free,0.0,2021-01-09 09:00:00,TV,44.75,Horror,0
203,53,Standard,12.99,2021-01-09 10:00:00,Mobile,27.6,Documentary,0
204,47,Free,0.0,2021-01-09 11:00:00,Mobile,17.64,Action,0
205,15,Standard,12.99,2021-01-09 12:00:00,Laptop,37.18,Romance,1
206,41,Premium,19.99,2021-01-09 13:00:00,Tablet,10.08,Sci-Fi,0
207,66,Standard,12.99,2021-01-09 14:00:00,Tablet,13.67,Romance,0
208,27,Free,0.0,2021-01-09 15:00:00,TV,54.44,Sci-Fi,0
209,55,Free,0.0,2021-01-09 16:00:00,Tablet,0.0,Documentary,0
210,17,Standard,12.99,2021-01-09 17:00:00,Tablet,28.01,Action,0
211,53,Free,0.0,2021-01-09 18:00:00,Tablet,23.36,Sci-Fi,0
212,20,Free,0.0,2021-01-09 19:00:00,Tablet,25.23,Horror,0
213,22,Standard,12.99,2021-01-09 20:00:00,Tablet,42.37,Documentary,0
214,41,Standard,12.99,2021-01-09 21:00:00,Tablet,35.5,Sci-Fi,0
215,23,Standard,12.99,2021-01-09 22:00:00,Tablet,34.11,Horror,1
216,51,Free,0.0,2021-01-09 23:00:00,TV,23.13,Documentary,0
217,47,Premium,19.99,2021-01-10 00:00:00,Mobile,27.38,Sci-Fi,0
218,65,Free,0.0,2021-01-10 01:00:00,Tablet,39.8,Horror,0
219,56,Free,0.0,2021-01-10 02:00:00,Mobile,20.51,Action,0
220,58,Standard,12.99,2021-01-10 03:00:00,Laptop,18.49,Documentary,0
221,38,Standard,12.99,2021-01-10 04:00:00,Mobile,10.68,Sci-Fi,0
222,29,Premium,19.99,2021-01-10 05:00:00,Laptop,32.82,Horror,0
223,68,Standard,12.99,2021-01-10 06:00:00,TV,33.81,Action,0
224,46,Premium,19.99,2021-01-10 07:00:00,Mobile,0.0,Horror,0
225,46,Premium,19.99,2021-01-10 08:00:00,Laptop,26.7,Action,1
226,38,Standard,12.99,2021-01-10 09:00:00,Mobile,7.07,Sci-Fi,0
227,55,Standard,12.99,2021-01-10 10:00:00,TV,56.98,Horror,0
228,66,Standard,12.99,2021-01-10 11:00:00,Mobile,21.16,Horror,0
229,63,Premium,19.99,2021-01-10 12:00:00,Laptop,17.68,Romance,0
230,63,Standard,12.99,2021-01-10 13:00:00,Tablet,20.7,Documentary,0
231,66,Free,0.0,2021-01-10 14:00:00,Tablet,20.07,Horror,0
232,26,Standard,12.99,2021-01-10 15:00:00,Tablet,25.9,Action,1
233,53,Free,0.0,2021-01-10 16:00:00,TV,18.73,Documentary,0
234,16,Standard,12.99,2021-01-10 17:00:00,Tablet,42.63,Sci-Fi,0
235,17,Free,0.0,2021-01-10 18:00:00,TV,45.56,Documentary,0
236,63,Standard,12.99,2021-01-10 19:00:00,Tablet,30.35,Romance,0
237,51,Premium,19.99,2021-01-10 20:00:00,TV,19.87,Sci-Fi,0
238,63,Free,0.0,2021-01-10 21:00:00,TV,27.09,Horror,0
239,31,Free,0.0,2021-01-10 22:00:00,Mobile,15.09,Sci-Fi,1
240,63,Free,0.0,2021-01-10 23:00:00,Tablet,8.37,Sci-Fi,1
241,16,Standard,12.99,2021-01-11 00:00:00,Mobile,36.68,Romance,0
242,16,Free,0.0,2021-01-11 01:00:00,Laptop,27.29,Action,0
243,42,Free,0.0,2021-01-11 02:00:00,Tablet,22.55,Sci-Fi,0
244,68,Free,0.0,2021-01-11 03:00:00,Tablet,13.5,Action,0
245,37,Standard,12.99,2021-01-11 04:00:00,Tablet,30.83,Documentary,0
246,51,Free,0.0,2021-01-11 05:00:00,Tablet,27.94,Romance,0
247,46,Standard,12.99,2021-01-11 06:00:00,Mobile,26.33,Horror,0
248,47,Free,0.0,2021-01-11 07:00:00,Mobile,21.14,Sci-Fi,0
249,15,Standard,12.99,2021-01-11 08:00:00,TV,57.63,Action,0
250,33,Free,0.0,2021-01-11 09:00:00,Mobile,28.07,Sci-Fi,0
251,16,Standard,12.99,2021-01-11 10:00:00,TV,44.11,Romance,0
252,67,Free,0.0,2021-01-11 11:00:00,Laptop,14.42,Horror,1
253,58,Standard,12.99,2021-01-11 12:00:00,Mobile,17.24,Documentary,0
254,40,Premium,19.99,2021-01-11 13:00:00,TV,39.59,Documentary,0
255,46,Premium,19.99,2021-01-11 14:00:00,Tablet,4.81,Action,0
256,20,Standard,12.99,2021-01-11 15:00:00,Laptop,21.68,Documentary,0
257,46,Standard,12.99,2021-01-11 16:00:00,TV,47.46,Action,1
258,69,Premium,19.99,2021-01-11 17:00:00,Laptop,29.74,Horror,1
259,18,Standard,12.99,2021-01-11 18:00:00,Tablet,27.32,Sci-Fi,0
260,69,Free,0.0,2021-01-11 19:00:00,Tablet,49.99,Romance,0
261,25,Premium,19.99,2021-01-11 20:00:00,TV,52.46,Horror,0
262,31,Standard,12.99,2021-01-11 21:00:00,TV,35.66,Horror,0
263,52,Free,0.0,2021-01-11 22:00:00,Tablet,29.95,Documentary,0
264,38,Free,0.0,2021-01-11 23:00:00,TV,29.02,Documentary,0
265,19,Free,0.0,2021-01-12 00:00:00,Tablet,22.52,Romance,0
266,66,Standard,12.99,2021-01-12 01:00:00,Mobile,18.73,Sci-Fi,0
267,48,Free,0.0,2021-01-12 02:00:00,TV,35.17,Horror,1
268,20,Free,0.0,2021-01-12 03:00:00,Laptop,22.54,Documentary,1
269,36,Free,0.0,2021-01-12 04:00:00,Tablet,34.02,Horror,0
270,25,Standard,12.99,2021-01-12 05:00:00,Mobile,59.43,Sci-Fi,1
271,62,Standard,12.99,2021-01-12 06:00:00,TV,31.41,Action,0
272,30,Free,0.0,2021-01-12 07:00:00,Tablet,2.78,Sci-Fi,0
273,47,Free,0.0,2021-01-12 08:00:00,Mobile,21.17,Horror,0
274,23,Free,0.0,2021-01-12 09:00:00,TV,42.95,Horror,0
275,20,Premium,19.99,2021-01-12 10:00:00,Tablet,38.65,Romance,0
276,30,Standard,12.99,2021-01-12 11:00:00,Tablet,14.13,Horror,0
277,43,Standard,12.99,2021-01-12 12:00:00,Tablet,26.78,Documentary,0
278,17,Free,0.0,2021-01-12 13:00:00,TV,47.65,Romance,0
279,34,Standard,12.99,2021-01-12 14:00:00,Mobile,30.62,Horror,0
280,50,Standard,12.99,2021-01-12 15:00:00,Tablet,21.08,Sci-Fi,0
281,33,Free,0.0,2021-01-12 16:00:00,Mobile,12.06,Horror,0
282,40,Free,0.0,2021-01-12 17:00:00,Mobile,23.17,Sci-Fi,0
283,17,Free,0.0,2021-01-12 18:00:00,Laptop,19.46,Sci-Fi,0
284,33,Premium,19.99,2021-01-12 19:00:00,Mobile,0.0,Horror,0
285,34,Premium,19.99,2021-01-12 20:00:00,Mobile,12.78,Sci-Fi,1
286,46,Standard,12.99,2021-01-12 21:00:00,Mobile,31.35,Action,1
287,21,Standard,12.99,2021-01-12 22:00:00,Mobile,48.54,Romance,0
288,66,Free,0.0,2021-01-12 23:00:00,Mobile,4.67,Horror,0
289,55,Standard,12.99,2021-01-13 00:00:00,TV,44.35,Action,0
290,47,Standard,12.99,2021-01-13 01:00:00,Laptop,36.39,Sci-Fi,1
291,54,Free,0.0,2021-01-13 02:00:00,Tablet,9.2,Sci-Fi,0
292,53,Premium,19.99,2021-01-13 03:00:00,Laptop,34.15,Romance,0
293,32,Free,0.0,2021-01-13 04:00:00,Laptop,7.29,Action,0
294,54,Free,0.0,2021-01-13 05:00:00,Tablet,18.78,Action,0
295,15,Standard,12.99,2021-01-13 06:00:00,Mobile,33.85,Horror,0
296,25,Standard,12.99,2021-01-13 07:00:00,Tablet,19.93,Sci-Fi,0
297,42,Standard,12.99,2021-01-13 08:00:00,Mobile,33.42,Documentary,1
298,39,Free,0.0,2021-01-13 09:00:00,Tablet,19.77,Horror,1
299,64,Premium,19.99,2021-01-13 10:00:00,TV,43.31,Horror,0
300,37,Standard,12.99,2021-01-13 11:00:00,Laptop,10.46,Horror,0
301,45,Standard,12.99,2021-01-13 12:00:00,Mobile,39.29,Romance,0
302,44,Premium,19.99,2021-01-13 13:00:00,Laptop,25.08,Romance,0
303,56,Standard,12.99,2021-01-13 14:00:00,Mobile,24.63,Horror,0
304,49,Free,0.0,2021-01-13 15:00:00,Tablet,,Documentary,0
305,21,Standard,12.99,2021-01-13 16:00:00,Tablet,34.79,Action,0
306,30,Free,0.0,2021-01-13 17:00:00,Tablet,27.23,Action,0
307,40,Free,0.0,2021-01-13 18:00:00,TV,31.44,Sci-Fi,0
308,62,Standard,12.99,2021-01-13 19:00:00,Tablet,6.77,Action,0
309,66,Premium,19.99,2021-01-13 20:00:00,Tablet,7.18,Action,1
310,63,Free,0.0,2021-01-13 21:00:00,TV,35.61,Documentary,0
311,16,Standard,12.99,2021-01-13 22:00:00,Laptop,46.76,Action,0
312,15,Free,0.0,2021-01-13 23:00:00,Laptop,28.7,Documentary,0
313,62,Standard,12.99,2021-01-14 00:00:00,Mobile,31.93,Romance,1
314,26,Standard,12.99,2021-01-14 01:00:00,Laptop,29.14,Documentary,0
315,19,Standard,12.99,2021-01-14 02:00:00,Mobile,45.29,Romance,0
316,51,Free,0.0,2021-01-14 03:00:00,Mobile,24.53,Documentary,0
317,46,Standard,12.99,2021-01-14 04:00:00,Laptop,22.97,Horror,0
318,69,Premium,19.99,2021-01-14 05:00:00,Laptop,,Romance,0
319,23,Standard,12.99,2021-01-14 06:00:00,TV,49.4,Romance,0
320,55,Standard,12.99,2021-01-14 07:00:00,Mobile,26.76,Action,0
321,49,Premium,19.99,2021-01-14 08:00:00,Laptop,20.41,Romance,1
322,33,Free,0.0,2021-01-14 09:00:00,Laptop,23.65,Documentary,1
323,62,Standard,12.99,2021-01-14 10:00:00,TV,22.96,Horror,0
324,30,Premium,19.99,2021-01-14 11:00:00,Laptop,,Horror,0
325,17,Free,0.0,2021-01-14 12:00:00,Tablet,,Action,0
326,34,Standard,12.99,2021-01-14 13:00:00,Tablet,16.92,Documentary,0
327,38,Free,0.0,2021-01-14 14:00:00,Mobile,19.49,Documentary,0
328,68,Standard,12.99,2021-01-14 15:00:00,TV,53.99,Sci-Fi,0
329,47,Standard,12.99,2021-01-14 16:00:00,Laptop,17.2,Romance,0
330,38,Free,0.0,2021-01-14 17:00:00,Mobile,27.89,Action,0
331,66,Standard,12.99,2021-01-14 18:00:00,Laptop,22.29,Horror,0
332,25,Free,0.0,2021-01-14 19:00:00,Tablet,,Sci-Fi,1
333,63,Free,0.0,2021-01-14 20:00:00,Laptop,24.94,Documentary,0
334,22,Free,0.0,2021-01-14 21:00:00,Laptop,16.16,Romance,1
335,50,Premium,19.99,2021-01-14 22:00:00,Laptop,32.98,Horror,0
336,52,Free,0.0,2021-01-14 23:00:00,Tablet,18.17,Sci-Fi,1
337,54,Premium,19.99,2021-01-15 00:00:00,Tablet,8.43,Documentary,0
338,34,Standard,12.99,2021-01-15 01:00:00,TV,43.82,Horror,1
339,49,Free,0.0,2021-01-15 02:00:00,Tablet,5.75,Horror,0
340,62,Standard,12.99,2021-01-15 03:00:00,Mobile,6.3,Documentary,0
341,39,Standard,12.99,2021-01-15 04:00:00,Laptop,39.64,Documentary,0
342,49,Standard,12.99,2021-01-15 05:00:00,Tablet,31.12,Action,0
343,39,Free,0.0,2021-01-15 06:00:00,Mobile,21.02,Horror,0
344,43,Free,0.0,2021-01-15 07:00:00,Tablet,25.27,Documentary,0
345,32,Free,0.0,2021-01-15 08:00:00,Laptop,11.04,Sci-Fi,0
346,60,Free,0.0,2021-01-15 09:00:00,Mobile,22.14,Romance,1
347,32,Free,0.0,2021-01-15 10:00:00,Tablet,9.33,Action,0
